Generated by http://statistics.gov.scot,2020-12-07T13:29:45+00:00
http://statistics.gov.scot/data/age-at-first-birth,Age of First Time Mothers
Reference Period,2013/14-2015/16
Age,19 years and under
Measure (cell values): ,"Count(First Time Mothers), Ratio(Percent Of First Time Mothers)"

,,http://statistics.gov.scot/def/measure-properties/count,http://statistics.gov.scot/def/measure-properties/ratio
http://statistics.gov.scot/id/statistical-geography/S01009513,Dunnikier North,0,0
http://statistics.gov.scot/id/statistical-geography/S01009514,Dunnikier North West,0,0
http://statistics.gov.scot/id/statistical-geography/S01009510,Dunnikier South,0,0
http://statistics.gov.scot/id/statistical-geography/S01007366,Dunoon - 01,2,18.18
http://statistics.gov.scot/id/statistical-geography/S01007367,Dunoon - 02,3,27.27
http://statistics.gov.scot/id/statistical-geography/S01007368,Dunoon - 03,4,44.44
http://statistics.gov.scot/id/statistical-geography/S01007369,Dunoon - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01007370,Dunoon - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01007371,Dunoon - 06,1,11.11
http://statistics.gov.scot/id/statistical-geography/S01007372,Dunoon - 07,0,0
http://statistics.gov.scot/id/statistical-geography/S01012308,Duns - East,0,0
http://statistics.gov.scot/id/statistical-geography/S01012307,Duns - North,0,0
http://statistics.gov.scot/id/statistical-geography/S01012305,Duns - South,0,0
http://statistics.gov.scot/id/statistical-geography/S01012306,Duns - West,1,16.67
http://statistics.gov.scot/id/statistical-geography/S01008309,"Dunterlie, East Arthurlie and Dovecothall - 01",4,26.67
http://statistics.gov.scot/id/statistical-geography/S01008310,"Dunterlie, East Arthurlie and Dovecothall - 02",1,10
http://statistics.gov.scot/id/statistical-geography/S01008311,"Dunterlie, East Arthurlie and Dovecothall - 03",0,0
http://statistics.gov.scot/id/statistical-geography/S01008312,"Dunterlie, East Arthurlie and Dovecothall - 04",0,0
http://statistics.gov.scot/id/statistical-geography/S01008313,"Dunterlie, East Arthurlie and Dovecothall - 05",4,33.33
http://statistics.gov.scot/id/statistical-geography/S01008314,"Dunterlie, East Arthurlie and Dovecothall - 06",0,0
http://statistics.gov.scot/id/statistical-geography/S01008315,"Dunterlie, East Arthurlie and Dovecothall - 07",1,9.09
http://statistics.gov.scot/id/statistical-geography/S01008316,"Dunterlie, East Arthurlie and Dovecothall - 08",2,16.67
http://statistics.gov.scot/id/statistical-geography/S01008317,"Dunterlie, East Arthurlie and Dovecothall - 09",3,60
http://statistics.gov.scot/id/statistical-geography/S01006909,Durno-Chapel of Garioch - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01006910,Durno-Chapel of Garioch - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01006911,Durno-Chapel of Garioch - 03,2,7.41
http://statistics.gov.scot/id/statistical-geography/S01006912,Durno-Chapel of Garioch - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01006913,Durno-Chapel of Garioch - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01006914,Durno-Chapel of Garioch - 06,0,0
http://statistics.gov.scot/id/statistical-geography/S01006915,Durno-Chapel of Garioch - 07,0,0
http://statistics.gov.scot/id/statistical-geography/S01006749,Dyce - 01,2,13.33
http://statistics.gov.scot/id/statistical-geography/S01006750,Dyce - 02,2,18.18
http://statistics.gov.scot/id/statistical-geography/S01006751,Dyce - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01006752,Dyce - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01006753,Dyce - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01006754,Dyce - 06,0,0
http://statistics.gov.scot/id/statistical-geography/S01006755,Dyce - 07,0,0
http://statistics.gov.scot/id/statistical-geography/S01009538,Dysart Central,4,28.57
http://statistics.gov.scot/id/statistical-geography/S01009537,Dysart North,0,0
http://statistics.gov.scot/id/statistical-geography/S01009536,Dysart North East,2,22.22
http://statistics.gov.scot/id/statistical-geography/S01008355,Eaglesham and Waterfoot - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01008356,Eaglesham and Waterfoot - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01008357,Eaglesham and Waterfoot - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01008358,Eaglesham and Waterfoot - 04,1,8.33
http://statistics.gov.scot/id/statistical-geography/S01008359,Eaglesham and Waterfoot - 05,1,12.5
http://statistics.gov.scot/id/statistical-geography/S01008360,Eaglesham and Waterfoot - 06,0,0
http://statistics.gov.scot/id/statistical-geography/S01008361,Eaglesham and Waterfoot - 07,0,0
http://statistics.gov.scot/id/statistical-geography/S01009701,Earlsferry,0,0
http://statistics.gov.scot/id/statistical-geography/S01012270,Earlston - East,0,0
http://statistics.gov.scot/id/statistical-geography/S01012269,Earlston - West,1,10
http://statistics.gov.scot/id/statistical-geography/S01007955,Earlston and Hurlford Rural - 01,5,35.71
http://statistics.gov.scot/id/statistical-geography/S01007956,Earlston and Hurlford Rural - 02,1,9.09
http://statistics.gov.scot/id/statistical-geography/S01007957,Earlston and Hurlford Rural - 03,2,15.38
http://statistics.gov.scot/id/statistical-geography/S01007958,Earlston and Hurlford Rural - 04,4,21.05
http://statistics.gov.scot/id/statistical-geography/S01007959,Earlston and Hurlford Rural - 05,1,12.5
http://statistics.gov.scot/id/statistical-geography/S01007960,Earlston and Hurlford Rural - 06,1,11.11
http://statistics.gov.scot/id/statistical-geography/S01007961,Earlston and Hurlford Rural - 07,0,0
http://statistics.gov.scot/id/statistical-geography/S01012268,Earlston and Melrose Landward,0,0
http://statistics.gov.scot/id/statistical-geography/S01012741,Earnock - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01012742,Earnock - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01012743,Earnock - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01012744,Earnock - 04,1,8.33
http://statistics.gov.scot/id/statistical-geography/S01012745,Earnock - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01012746,Earnock - 06,0,0
http://statistics.gov.scot/id/statistical-geography/S01006789,East Cairngorms - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01006790,East Cairngorms - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01006791,East Cairngorms - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01006792,East Cairngorms - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01006793,East Cairngorms - 05,1,20
http://statistics.gov.scot/id/statistical-geography/S01013292,East Calder - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01013293,East Calder - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01013294,East Calder - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01013295,East Calder - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01013296,East Calder - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01013297,East Calder - 06,0,0
http://statistics.gov.scot/id/statistical-geography/S01013298,East Calder - 07,2,20
http://statistics.gov.scot/id/statistical-geography/S01008037,East Clober and Mains Estate - 01,2,18.18
http://statistics.gov.scot/id/statistical-geography/S01008038,East Clober and Mains Estate - 02,1,10
http://statistics.gov.scot/id/statistical-geography/S01008039,East Clober and Mains Estate - 03,2,28.57
http://statistics.gov.scot/id/statistical-geography/S01008040,East Clober and Mains Estate - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01008955,East Craigs North - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01008956,East Craigs North - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01008957,East Craigs North - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01008958,East Craigs North - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01008959,East Craigs North - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01008960,East Craigs South - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01008961,East Craigs South - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01008962,East Craigs South - 03,1,20
http://statistics.gov.scot/id/statistical-geography/S01008963,East Craigs South - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01008964,East Craigs South - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01008965,East Craigs South - 06,0,0
http://statistics.gov.scot/id/statistical-geography/S01008966,East Craigs South - 07,0,0
http://statistics.gov.scot/id/statistical-geography/S01011823,East Kirkwall - 01,1,11.11
http://statistics.gov.scot/id/statistical-geography/S01011824,East Kirkwall - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01011825,East Kirkwall - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01011826,East Kirkwall - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01011813,East Mainland - 01,2,18.18
http://statistics.gov.scot/id/statistical-geography/S01011814,East Mainland - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01011815,East Mainland - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01011816,East Mainland - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01011817,East Mainland - 05,2,13.33
http://statistics.gov.scot/id/statistical-geography/S01012930,East Mains - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01012931,East Mains - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01012932,East Mains - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01012933,East Mains - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01009717,East Sands,0,0
http://statistics.gov.scot/id/statistical-geography/S01009542,East Wemyss McDuff,6,28.57
http://statistics.gov.scot/id/statistical-geography/S01009543,East Wemyss Shore,0,0
http://statistics.gov.scot/id/statistical-geography/S01009541,East Wemyss and Standingstane,1,20
http://statistics.gov.scot/id/statistical-geography/S01012406,East and West Mainland - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01012407,East and West Mainland - 02,1,4.55
http://statistics.gov.scot/id/statistical-geography/S01012408,East and West Mainland - 03,2,9.52
http://statistics.gov.scot/id/statistical-geography/S01012409,East and West Mainland - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01008798,Easter Road and Hawkhill Avenue - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01008799,Easter Road and Hawkhill Avenue - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01008800,Easter Road and Hawkhill Avenue - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01008801,Easter Road and Hawkhill Avenue - 04,1,6.67
http://statistics.gov.scot/id/statistical-geography/S01010105,Easterhouse East - 01,3,30
http://statistics.gov.scot/id/statistical-geography/S01010106,Easterhouse East - 02,1,100
http://statistics.gov.scot/id/statistical-geography/S01010107,Easterhouse East - 03,2,14.29
http://statistics.gov.scot/id/statistical-geography/S01010108,Easterhouse East - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01010109,Easterhouse East - 05,1,4.76
http://statistics.gov.scot/id/statistical-geography/S01011021,Easthouses - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01011022,Easthouses - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01011023,Easthouses - 03,1,14.29
http://statistics.gov.scot/id/statistical-geography/S01011024,Easthouses - 04,3,37.5
http://statistics.gov.scot/id/statistical-geography/S01007672,Eastriggs - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01007673,Eastriggs - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01007674,Eastriggs - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01007675,Eastriggs - 04,1,33.33
http://statistics.gov.scot/id/statistical-geography/S01012247,Eddleston and Area,0,0
http://statistics.gov.scot/id/statistical-geography/S01012703,Eddlewood - 01,1,11.11
http://statistics.gov.scot/id/statistical-geography/S01012704,Eddlewood - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01012705,Eddlewood - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01012706,Eddlewood - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01012707,Eddlewood - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01012057,Elderslie and Phoenix - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01012058,Elderslie and Phoenix - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01012059,Elderslie and Phoenix - 03,1,9.09
http://statistics.gov.scot/id/statistical-geography/S01012060,Elderslie and Phoenix - 04,2,15.38
http://statistics.gov.scot/id/statistical-geography/S01012061,Elderslie and Phoenix - 05,1,16.67
http://statistics.gov.scot/id/statistical-geography/S01012062,Elderslie and Phoenix - 06,0,0
http://statistics.gov.scot/id/statistical-geography/S01011121,Elgin Bishopmill East and Ladyhill - 01,1,16.67
http://statistics.gov.scot/id/statistical-geography/S01011122,Elgin Bishopmill East and Ladyhill - 02,2,20
http://statistics.gov.scot/id/statistical-geography/S01011123,Elgin Bishopmill East and Ladyhill - 03,1,5
http://statistics.gov.scot/id/statistical-geography/S01011124,Elgin Bishopmill East and Ladyhill - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01011125,Elgin Bishopmill East and Ladyhill - 05,2,25
http://statistics.gov.scot/id/statistical-geography/S01011126,Elgin Bishopmill West and Newfield - 01,1,14.29
http://statistics.gov.scot/id/statistical-geography/S01011127,Elgin Bishopmill West and Newfield - 02,1,4.35
http://statistics.gov.scot/id/statistical-geography/S01011128,Elgin Bishopmill West and Newfield - 03,1,6.67
http://statistics.gov.scot/id/statistical-geography/S01011129,Elgin Bishopmill West and Newfield - 04,1,7.14
http://statistics.gov.scot/id/statistical-geography/S01011130,Elgin Bishopmill West and Newfield - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01011101,Elgin Cathedral to Ashgrove and Pinefield - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01011102,Elgin Cathedral to Ashgrove and Pinefield - 02,4,26.67
http://statistics.gov.scot/id/statistical-geography/S01011103,Elgin Cathedral to Ashgrove and Pinefield - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01011104,Elgin Cathedral to Ashgrove and Pinefield - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01011105,Elgin Cathedral to Ashgrove and Pinefield - 05,4,21.05
http://statistics.gov.scot/id/statistical-geography/S01011106,Elgin Cathedral to Ashgrove and Pinefield - 06,6,16.22
http://statistics.gov.scot/id/statistical-geography/S01011117,Elgin Central West - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01011118,Elgin Central West - 02,1,7.14
http://statistics.gov.scot/id/statistical-geography/S01011119,Elgin Central West - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01011120,Elgin Central West - 04,1,25
http://statistics.gov.scot/id/statistical-geography/S01009699,Elie,0,0
http://statistics.gov.scot/id/statistical-geography/S01006958,Ellon East - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01006959,Ellon East - 02,1,11.11
http://statistics.gov.scot/id/statistical-geography/S01006960,Ellon East - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01006961,Ellon East - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01006962,Ellon East - 05,1,5.56
http://statistics.gov.scot/id/statistical-geography/S01006963,Ellon East - 06,0,0
http://statistics.gov.scot/id/statistical-geography/S01006964,Ellon East - 07,1,6.25
http://statistics.gov.scot/id/statistical-geography/S01006965,Ellon West - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01006966,Ellon West - 02,3,25
http://statistics.gov.scot/id/statistical-geography/S01006967,Ellon West - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01006968,Ellon West - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01006969,Ellon West - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01006970,Ellon West - 06,1,16.67
