feature_code,year,measurement,units,value,scottish_health_survey_indicator,sex,council_name,long,lat
S12000033,2019,Percent,Percent Of Adults,56,Alcohol consumption: Moderate drinker,All,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,19,Fruit & vegetable consumption: 5 portions or more,Male,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,26,Alcohol consumption: Hazardous/Harmful drinker,All,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,80,Self-assessed general health: Very good/Good,All,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,6,Self-assessed general health: Bad/Very bad,Female,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,71,Fruit & vegetable consumption: Less than 5 portions,All,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,14,Any cardiovascular condition: Has a cardiovascular condition,All,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,37,Overweight: Not overweight or obese,Male,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,31,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Male,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,10,E-cigarette use: Ever previously used,Female,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,4,Summary activity levels: Low activity,All,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,84,E-cigarette use: Never used,All,Aberdeen City,-2.20398,57.16697
S12000033,2019,Mean,Units of alcohol,12.8,Alcohol consumption (mean weekly units),All,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,22,Fruit & vegetable consumption: 5 portions or more,Female,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,77,Summary activity levels: Meets recommendations,Male,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,20,Smoking status: Used to smoke regularly,Male,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,4,Self-assessed general health: Bad/Very bad,Male,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,72,Summary activity levels: Meets recommendations,Male,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,9,Summary activity levels: Some activity,All,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,57,General health questionnaire (GHQ-12): Score 0,Male,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,16,General health questionnaire (GHQ-12): Score 4+,All,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,10,Long-term illness: Non-limiting long-term illness,Male,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,19,Smoking status: Current smoker,Female,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,77,Obesity: Not obese,Female,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,20,Smoking status: Current smoker,Male,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,54,General health questionnaire (GHQ-12): Score 0,Female,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,16,Any cardiovascular condition: Has a cardiovascular condition,Male,Aberdeen City,-2.20398,57.16697
S12000033,2019,Mean,Units of alcohol,10.9,Alcohol consumption (mean weekly units),Female,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,45,Overweight: Not overweight or obese,Female,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,2,Summary activity levels: Low activity,Male,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,16,Summary activity levels: Very low activity,Male,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,10,Summary activity levels: Some activity,Female,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,14,Self-assessed general health: Fair,Male,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,17,Doctor-diagnosed asthma: Yes,Female,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,70,Fruit & vegetable consumption: Less than 5 portions,Female,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,91,"Provide any regular help or care for any sick, disabled or frail person: No",Male,Aberdeen City,-2.20398,57.16697
S12000033,2018,Mean,WEMWBS Score,50.1,Mental wellbeing,Female,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,70,Summary activity levels: Meets recommendations,All,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,70,Long-term illness: No long-term illness,Male,Aberdeen City,-2.20398,57.16697
S12000033,2018,Mean,WEMWBS Score,50.4,Mental wellbeing,Male,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,71,Fruit & vegetable consumption: Less than 5 portions,Female,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,65,Long-term illness: No long-term illness,All,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,22,Alcohol consumption: Non-drinker,Female,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,10,E-cigarette use: Ever previously used,All,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,12,Long-term illness: Non-limiting long-term illness,Female,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,89,"Provide any regular help or care for any sick, disabled or frail person: No",All,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,23,Obesity: Obese,All,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,36,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),All,Aberdeen City,-2.20398,57.16697
S12000033,2019,Mean,Portions of fruit & vegetables,3,Fruit & vegetable consumption (mean daily portions),Male,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,39,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),Male,Aberdeen City,-2.20398,57.16697
S12000033,2018,Mean,WEMWBS Score,50.3,Mental wellbeing,All,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,5,E-cigarette use: Currently using,All,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,30,Life satisfaction: Mode (8),Male,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,60,General health questionnaire (GHQ-12): Score 0,Male,Aberdeen City,-2.20398,57.16697
S12000033,2019,Mean,WEMWBS Score,50.2,Mental wellbeing,Female,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,83,Doctor-diagnosed asthma: No,Female,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,87,"Provide any regular help or care for any sick, disabled or frail person: No",Female,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,11,Long-term illness: Non-limiting long-term illness,All,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,87,Any cardiovascular condition: No cardiovascular condition,Female,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,4,E-cigarette use: Currently using,Female,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,63,Long-term illness: No long-term illness,All,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,24,Long-term illness: Limiting long-term illness,All,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,20,Long-term illness: Limiting long-term illness,Male,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,72,Long-term illness: No long-term illness,Male,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,19,Fruit & vegetable consumption: 5 portions or more,All,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,77,Obesity: Not obese,All,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,78,Obesity: Not obese,Male,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,83,Doctor-diagnosed asthma: No,All,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,34,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Female,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,29,General health questionnaire (GHQ-12): Score 1-3,Male,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,12,Long-term illness: Non-limiting long-term illness,All,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,57,Long-term illness: No long-term illness,Female,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,9,E-cigarette use: Ever previously used,Female,Aberdeen City,-2.20398,57.16697
S12000033,2019,Mean,Units of alcohol,14.8,Alcohol consumption (mean weekly units),Male,Aberdeen City,-2.20398,57.16697
S12000033,2018,Mean,Portions of fruit & vegetables,3.4,Fruit & vegetable consumption (mean daily portions),Female,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,14,Long-term illness: Non-limiting long-term illness,Female,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,23,Obesity: Obese,Female,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,53,Alcohol consumption: Moderate drinker,Male,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,22,Alcohol consumption: Non-drinker,Female,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,84,Doctor-diagnosed asthma: No,Male,Aberdeen City,-2.20398,57.16697
S12000033,2019,Mean,Portions of fruit & vegetables,3.2,Fruit & vegetable consumption (mean daily portions),All,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,57,General health questionnaire (GHQ-12): Score 0,All,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,14,E-cigarette use: Ever previously used,Male,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,7,Fruit & vegetable consumption: None,Female,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,9,Summary activity levels: Some activity,All,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,6,E-cigarette use: Currently using,Male,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,77,Self-assessed general health: Very good/Good,Female,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,7,E-cigarette use: Currently using,Male,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,5,E-cigarette use: Currently using,All,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,60,Long-term illness: No long-term illness,Female,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,11,"Provide any regular help or care for any sick, disabled or frail person: Yes",All,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,13,"Provide any regular help or care for any sick, disabled or frail person: Yes",Female,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,17,Doctor-diagnosed asthma: Yes,All,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,54,General health questionnaire (GHQ-12): Score 0,Female,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,9,"Provide any regular help or care for any sick, disabled or frail person: Yes",Male,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,11,Fruit & vegetable consumption: None,Male,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,14,Self-assessed general health: Fair,Male,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,16,Alcohol consumption: Non-drinker,Male,Aberdeen City,-2.20398,57.16697
S12000033,2018,Mean,Portions of fruit & vegetables,2.8,Fruit & vegetable consumption (mean daily portions),Male,Aberdeen City,-2.20398,57.16697
S12000033,2019,Mean,WEMWBS Score,50.7,Mental wellbeing,Male,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,79,Self-assessed general health: Very good/Good,All,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,55,Overweight: Overweight (including obese),Female,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,55,Overweight: Overweight (including obese),Female,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,15,Alcohol consumption: Non-drinker,Male,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,17,Smoking status: Current smoker,Female,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,21,Summary activity levels: Very low activity,Female,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,15,Self-assessed general health: Fair,All,Aberdeen City,-2.20398,57.16697
S12000033,2018,Mean,Units of alcohol,14.2,Alcohol consumption (mean weekly units),All,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,23,Obesity: Obese,Male,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,18,Summary activity levels: Very low activity,All,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,25,Alcohol consumption: Hazardous/Harmful drinker,All,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,76,Self-assessed general health: Very good/Good,Female,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,18,General health questionnaire (GHQ-12): Score 4+,Female,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,87,Any cardiovascular condition: No cardiovascular condition,All,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,41,Overweight: Not overweight or obese,All,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,67,Summary activity levels: Meets recommendations,All,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,31,Life satisfaction: Mode (8),All,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,31,Alcohol consumption: Hazardous/Harmful drinker,Male,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,64,Smoking status: Never smoked/Used to smoke occasionally,Female,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,13,Any cardiovascular condition: Has a cardiovascular condition,All,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,59,Overweight: Overweight (including obese),All,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,36,Overweight: Not overweight or obese,Male,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,41,Overweight: Not overweight or obese,All,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,80,E-cigarette use: Never used,Male,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,19,Summary activity levels: Very low activity,All,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,14,Fruit & vegetable consumption: 5 portions or more,Male,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,25,Long-term illness: Limiting long-term illness,All,Aberdeen City,-2.20398,57.16697
S12000033,2018,Mean,Portions of fruit & vegetables,3.2,Fruit & vegetable consumption (mean daily portions),All,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,26,General health questionnaire (GHQ-12): Score 1-3,Male,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,9,Fruit & vegetable consumption: None,Male,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,63,Smoking status: Never smoked/Used to smoke occasionally,All,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,19,Self-assessed general health: Fair,Female,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,84,Any cardiovascular condition: No cardiovascular condition,Male,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,10,Summary activity levels: Some activity,Female,Aberdeen City,-2.20398,57.16697
S12000033,2019,Percent,Percent Of Adults,18,Smoking status: Used to smoke regularly,Female,Aberdeen City,-2.20398,57.16697
S12000033,2018,Mean,Units of alcohol,10.8,Alcohol consumption (mean weekly units),Female,Aberdeen City,-2.20398,57.16697
S12000033,2018,Percent,Percent Of Adults,9,Summary activity levels: Some activity,Male,Aberdeen City,-2.20398,57.16697
